sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"NMRK1","Approved symbol","NMRK1","nicotinamide riboside kinase 1","HGNC:26057","9q21.13"
"GCLM","Approved symbol","GCLM","glutamate-cysteine ligase modifier subunit","HGNC:4312","1p22.1"
"GNMT","Approved symbol","GNMT","glycine N-methyltransferase","HGNC:4415","6p21.1"
"ZHX3","Approved symbol","ZHX3","zinc fingers and homeoboxes 3","HGNC:15935","20q12"
"KCNC4","Approved symbol","KCNC4","potassium voltage-gated channel subfamily C member 4","HGNC:6236","1p13.3"
"GJA1","Approved symbol","GJA1","gap junction protein alpha 1","HGNC:4274","6q22.31"
"ARHGAP12","Approved symbol","ARHGAP12","Rho GTPase activating protein 12","HGNC:16348","10p11.22"
"HEPACAM","Approved symbol","HEPACAM","hepatic and glial cell adhesion molecule","HGNC:26361","11q24.2"
"ZFP36L2","Approved symbol","ZFP36L2","ZFP36 ring finger protein like 2","HGNC:1108","2p21"
"TAGAP","Approved symbol","TAGAP","T cell activation RhoGTPase activating protein","HGNC:15669","6q25.3"
"ARL6IP1","Approved symbol","ARL6IP1","ADP ribosylation factor like GTPase 6 interacting protein 1","HGNC:697","16p12.3"
"NYAP1","Approved symbol","NYAP1","neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1","HGNC:22009","7q22.1"
"LAMB3","Approved symbol","LAMB3","laminin subunit beta 3","HGNC:6490","1q32.2"
"PLEKHA6","Approved symbol","PLEKHA6","pleckstrin homology domain containing A6","HGNC:17053","1q32.1"
"KCNH8","Approved symbol","KCNH8","potassium voltage-gated channel subfamily H member 8","HGNC:18864","3p24.3"
"FAM189B","Previous symbol","ENTREP3","endosomal transmembrane epsin interactor 3","HGNC:1233","1q22"
"TSTD2","Approved symbol","TSTD2","thiosulfate sulfurtransferase like domain containing 2","HGNC:30087","9q22.33"
"CHGB","Approved symbol","CHGB","chromogranin B","HGNC:1930","20p12.3"
"FGF7","Approved symbol","FGF7","fibroblast growth factor 7","HGNC:3685","15q21.2"
"RND2","Approved symbol","RND2","Rho family GTPase 2","HGNC:18315","17q21.31"
"PLA2G15","Approved symbol","PLA2G15","phospholipase A2 group XV","HGNC:17163","16q22.1"
"AGR2","Approved symbol","AGR2","anterior gradient 2, protein disulphide isomerase family member","HGNC:328","7p21.1"
"CNKSR1","Approved symbol","CNKSR1","connector enhancer of kinase suppressor of Ras 1","HGNC:19700","1p36.11"
"EXTL3","Approved symbol","EXTL3","exostosin like glycosyltransferase 3","HGNC:3518","8p21.1"
"HTR4","Approved symbol","HTR4","5-hydroxytryptamine receptor 4","HGNC:5299","5q32"
"C1GALT1","Approved symbol","C1GALT1","core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1","HGNC:24337","7p22.1-p21.3"
"DNAAF3","Approved symbol","DNAAF3","dynein axonemal assembly factor 3","HGNC:30492","19q13.42"
"DDX60L","Approved symbol","DDX60L","DExD/H-box 60 like","HGNC:26429","4q32.3"
"ARHGEF19","Approved symbol","ARHGEF19","Rho guanine nucleotide exchange factor 19","HGNC:26604","1p36.13"
"EPHX2","Approved symbol","EPHX2","epoxide hydrolase 2","HGNC:3402","8p21.2-p21.1"
"PFN3","Approved symbol","PFN3","profilin 3","HGNC:18627","5q35.3"
"RAB11B","Approved symbol","RAB11B","RAB11B, member RAS oncogene family","HGNC:9761","19p13.2"
"DSCR3","Previous symbol","VPS26C","VPS26 endosomal protein sorting factor C","HGNC:3044","21q22.13"
"ABHD14B","Approved symbol","ABHD14B","abhydrolase domain containing 14B","HGNC:28235","3p21.2"
"HID1","Approved symbol","HID1","HID1 domain containing","HGNC:15736","17q25.1"
"WIPI2","Approved symbol","WIPI2","WD repeat domain, phosphoinositide interacting 2","HGNC:32225","7p22.1"
"NDUFC1","Approved symbol","NDUFC1","NADH:ubiquinone oxidoreductase subunit C1","HGNC:7705","4q31.1"
"LIMD1","Approved symbol","LIMD1","LIM domain containing 1","HGNC:6612","3p21.31"
"ALDOC","Approved symbol","ALDOC","aldolase, fructose-bisphosphate C","HGNC:418","17q11.2"
"THEM5","Approved symbol","THEM5","thioesterase superfamily member 5","HGNC:26755","1q21.3"
"TRMT12","Approved symbol","TRMT12","tRNA methyltransferase 12 homolog","HGNC:26091","8q24.13"
"WBP1","Approved symbol","WBP1","WW domain binding protein 1","HGNC:12737","2p13.1"
"KIAA1731","Previous symbol","CEP295","centrosomal protein 295","HGNC:29366","11q21"
"AMIGO2","Approved symbol","AMIGO2","adhesion molecule with Ig like domain 2","HGNC:24073","12q13.11"
"LRRC57","Approved symbol","LRRC57","leucine rich repeat containing 57","HGNC:26719","15q15.2"
"PRDX5","Approved symbol","PRDX5","peroxiredoxin 5","HGNC:9355","11q13.1"
"PPAPDC1A","Previous symbol","PLPP4","phospholipid phosphatase 4","HGNC:23531","10q26.12"
"RP11-178C3.1","Unmatched","","","",""
"PTPN5","Approved symbol","PTPN5","protein tyrosine phosphatase non-receptor type 5","HGNC:9657","11p15.1"
"MAL","Approved symbol","MAL","mal, T cell differentiation protein","HGNC:6817","2q11.1"
"ITPRIPL2","Approved symbol","ITPRIPL2","ITPRIP like 2","HGNC:27257","16p12.3"
"FKBP5","Approved symbol","FKBP5","FKBP prolyl isomerase 5","HGNC:3721","6p21.31"
"PPIC","Approved symbol","PPIC","peptidylprolyl isomerase C","HGNC:9256","5q23.2"
"SREBF1","Approved symbol","SREBF1","sterol regulatory element binding transcription factor 1","HGNC:11289","17p11.2"
"PCYT2","Approved symbol","PCYT2","phosphate cytidylyltransferase 2, ethanolamine","HGNC:8756","17q25.3"
"ZCCHC17","Approved symbol","ZCCHC17","zinc finger CCHC-type containing 17","HGNC:30246","1p35.2"
"SLC2A9","Approved symbol","SLC2A9","solute carrier family 2 member 9","HGNC:13446","4p16.1"
"KLHL24","Approved symbol","KLHL24","kelch like family member 24","HGNC:25947","3q27.1"
"PIP4K2C","Approved symbol","PIP4K2C","phosphatidylinositol-5-phosphate 4-kinase type 2 gamma","HGNC:23786","12q13.3"
"HNRNPA0","Approved symbol","HNRNPA0","heterogeneous nuclear ribonucleoprotein A0","HGNC:5030","5q31.2"
"LYSET","Approved symbol","LYSET","lysosomal enzyme trafficking factor","HGNC:20218","14q32.12"
"TAP1","Approved symbol","TAP1","transporter 1, ATP binding cassette subfamily B member","HGNC:43","6p21.32"
"RPS6KC1","Approved symbol","RPS6KC1","ribosomal protein S6 kinase C1","HGNC:10439","1q32.3"
"WNT10A","Approved symbol","WNT10A","Wnt family member 10A","HGNC:13829","2q35"
"FBXO36","Approved symbol","FBXO36","F-box protein 36","HGNC:27020","2q36.3"
"PAMR1","Approved symbol","PAMR1","peptidase domain containing associated with muscle regeneration 1","HGNC:24554","11p13"
"MCTP2","Approved symbol","MCTP2","multiple C2 and transmembrane domain containing 2","HGNC:25636","15q26.2"
"C7orf43","Previous symbol","TRAPPC14","trafficking protein particle complex subunit 14","HGNC:25604","7q22.1"
"PCDHGC3","Approved symbol","PCDHGC3","protocadherin gamma subfamily C, 3","HGNC:8716","5q31.3"
"COL8A2","Approved symbol","COL8A2","collagen type VIII alpha 2 chain","HGNC:2216","1p34.3"
"ABCB11","Approved symbol","ABCB11","ATP binding cassette subfamily B member 11","HGNC:42","2q31.1"
"COIL","Approved symbol","COIL","coilin","HGNC:2184","17q22"
"CORO1B","Approved symbol","CORO1B","coronin 1B","HGNC:2253","11q13.2"
"NXPH3","Approved symbol","NXPH3","neurexophilin 3","HGNC:8077","17q21.33"
"ULK2","Approved symbol","ULK2","unc-51 like autophagy activating kinase 2","HGNC:13480","17p11.2"
"PEBP1","Approved symbol","PEBP1","phosphatidylethanolamine binding protein 1","HGNC:8630","12q24.23"
"DCD","Approved symbol","DCD","dermcidin","HGNC:14669","12q13.2"
"IDI2","Approved symbol","IDI2","isopentenyl-diphosphate delta isomerase 2","HGNC:23487","10p15.3"
"TUBB6","Approved symbol","TUBB6","tubulin beta 6 class V","HGNC:20776","18p11.21"
"BEST3","Approved symbol","BEST3","bestrophin 3","HGNC:17105","12q15"
"FOXK2","Approved symbol","FOXK2","forkhead box K2","HGNC:6036","17q25.3"
"PACRG","Approved symbol","PACRG","parkin coregulated","HGNC:19152","6q26"
"KRTAP2-3","Approved symbol","KRTAP2-3","keratin associated protein 2-3","HGNC:18906","17q21.2"
"TRAF7","Approved symbol","TRAF7","TNF receptor associated factor 7","HGNC:20456","16p13.3"
"HPX","Approved symbol","HPX","hemopexin","HGNC:5171","11p15.4"
"SLC6A2","Approved symbol","SLC6A2","solute carrier family 6 member 2","HGNC:11048","16q12.2"
"RNF7","Approved symbol","RNF7","ring finger protein 7","HGNC:10070","3q23"
"STK16","Approved symbol","STK16","serine/threonine kinase 16","HGNC:11394","2q35"
"NT5E","Approved symbol","NT5E","5'-nucleotidase ecto","HGNC:8021","6q14.3"
"TMED4","Approved symbol","TMED4","transmembrane p24 trafficking protein 4","HGNC:22301","7p13"
"ALDH6A1","Approved symbol","ALDH6A1","aldehyde dehydrogenase 6 family member A1","HGNC:7179","14q24.3"
"HYDIN","Approved symbol","HYDIN","HYDIN axonemal central pair apparatus protein","HGNC:19368","16q22.2"
"ABCC4","Approved symbol","ABCC4","ATP binding cassette subfamily C member 4 (PEL blood group)","HGNC:55","13q32.1"
"KCNS2","Approved symbol","KCNS2","potassium voltage-gated channel modifier subfamily S member 2","HGNC:6301","8q22.2"
"TFEB","Approved symbol","TFEB","transcription factor EB","HGNC:11753","6p21.1"
"AIM1","Previous symbol","CRYBG1","crystallin beta-gamma domain containing 1","HGNC:356","6q21"
"LRRC4C","Approved symbol","LRRC4C","leucine rich repeat containing 4C","HGNC:29317","11p12"
"TIAF1","Previous symbol","MYO18A","myosin XVIIIA","HGNC:31104","17q11.2"
"C1QL1","Approved symbol","C1QL1","complement C1q like 1","HGNC:24182","17q21.31"
"WNK4","Approved symbol","WNK4","WNK lysine deficient protein kinase 4","HGNC:14544","17q21.2"
"UBE2S","Approved symbol","UBE2S","ubiquitin conjugating enzyme E2 S","HGNC:17895","19q13.42"
"AL033381.1","Unmatched","","","",""
"MINPP1","Approved symbol","MINPP1","multiple inositol-polyphosphate phosphatase 1","HGNC:7102","10q23.2"
"RPLP2","Approved symbol","RPLP2","ribosomal protein lateral stalk subunit P2","HGNC:10377","11p15.5"
"SPO11","Approved symbol","SPO11","SPO11 initiator of meiotic double strand breaks","HGNC:11250","20q13.31"
"PDE6C","Approved symbol","PDE6C","phosphodiesterase 6C","HGNC:8787","10q23.33"
"AVIL","Approved symbol","AVIL","advillin","HGNC:14188","12q14.1"
"DNAH10","Approved symbol","DNAH10","dynein axonemal heavy chain 10","HGNC:2941","12q24.31"
"RCAN2","Approved symbol","RCAN2","regulator of calcineurin 2","HGNC:3041","6p12.3"
"FARS2","Approved symbol","FARS2","phenylalanyl-tRNA synthetase 2, mitochondrial","HGNC:21062","6p25.1"
"DYRK4","Approved symbol","DYRK4","dual specificity tyrosine phosphorylation regulated kinase 4","HGNC:3095","12p13.32"
"PCED1A","Approved symbol","PCED1A","PC-esterase domain containing 1A","HGNC:16212","20p13"
"RTCA","Approved symbol","RTCA","RNA 3'-terminal phosphate cyclase","HGNC:17981","1p21.2"
"UBAC1","Approved symbol","UBAC1","UBA domain containing 1","HGNC:30221","9q34.3"
"FANCC","Approved symbol","FANCC","FA complementation group C","HGNC:3584","9q22.32"
"HSPBAP1","Approved symbol","HSPBAP1","HSPB1 associated protein 1","HGNC:16389","3q21.1"
"SUN2","Approved symbol","SUN2","Sad1 and UNC84 domain containing 2","HGNC:14210","22q13.1"
"EPG5","Approved symbol","EPG5","ectopic P-granules 5 autophagy tethering factor","HGNC:29331","18q12.3-q21.1"
"CYP3A43","Approved symbol","CYP3A43","cytochrome P450 family 3 subfamily A member 43","HGNC:17450","7q22.1"
"TRIP6","Approved symbol","TRIP6","thyroid hormone receptor interactor 6","HGNC:12311","7q22.1"
"SORD","Approved symbol","SORD","sorbitol dehydrogenase","HGNC:11184","15q21.1"
"CERS2","Approved symbol","CERS2","ceramide synthase 2","HGNC:14076","1q21.3"
"HPGD","Approved symbol","HPGD","15-hydroxyprostaglandin dehydrogenase","HGNC:5154","4q34.1"
"TPM3","Approved symbol","TPM3","tropomyosin 3","HGNC:12012","1q21.3"
"KIF22","Approved symbol","KIF22","kinesin family member 22","HGNC:6391","16p11.2"
"SLC29A1","Approved symbol","SLC29A1","solute carrier family 29 member 1 (Augustine blood group)","HGNC:11003","6p21.1"
"VPS13B","Approved symbol","VPS13B","vacuolar protein sorting 13 homolog B","HGNC:2183","8q22.2"
"AL022328.1","Unmatched","","","",""
"LRFN5","Approved symbol","LRFN5","leucine rich repeat and fibronectin type III domain containing 5","HGNC:20360","14q21.1"
"FAM63A","Previous symbol","MINDY1","MINDY lysine 48 deubiquitinase 1","HGNC:25648","1q21.3"
"ARHGAP20","Approved symbol","ARHGAP20","Rho GTPase activating protein 20","HGNC:18357","11q22.3-q23.1"
"ZNF251","Approved symbol","ZNF251","zinc finger protein 251","HGNC:13045","8q24.3"
"NXPH2","Approved symbol","NXPH2","neurexophilin 2","HGNC:8076","2q22.1"
"ACTG2","Approved symbol","ACTG2","actin gamma 2, smooth muscle","HGNC:145","2p13.1"
"GABRB1","Approved symbol","GABRB1","gamma-aminobutyric acid type A receptor subunit beta1","HGNC:4081","4p12"
"PDIA5","Approved symbol","PDIA5","protein disulfide isomerase family A member 5","HGNC:24811","3q21.1"
"CANT1","Approved symbol","CANT1","calcium activated nucleotidase 1","HGNC:19721","17q25.3"
"CLDN7","Approved symbol","CLDN7","claudin 7","HGNC:2049","17p13.1"
"TRAF5","Approved symbol","TRAF5","TNF receptor associated factor 5","HGNC:12035","1q32.3"
"ARHGAP28","Approved symbol","ARHGAP28","Rho GTPase activating protein 28","HGNC:25509","18p11.31"
"CHRM1","Approved symbol","CHRM1","cholinergic receptor muscarinic 1","HGNC:1950","11q12.3"
"RAP1GDS1","Approved symbol","RAP1GDS1","Rap1 GTPase-GDP dissociation stimulator 1","HGNC:9859","4q23"
"RPL23A","Approved symbol","RPL23A","ribosomal protein L23a","HGNC:10317","17q11.2"
"SCN1B","Approved symbol","SCN1B","sodium voltage-gated channel beta subunit 1","HGNC:10586","19q13.11"
"SH3D19","Approved symbol","SH3D19","SH3 domain containing 19","HGNC:30418","4q31.3"
"PARL","Approved symbol","PARL","presenilin associated rhomboid like","HGNC:18253","3q27.1"
"LA16c-431H6.6","Unmatched","","","",""
"AFMID","Approved symbol","AFMID","arylformamidase","HGNC:20910","17q25.3"
"PRX","Approved symbol","PRX","periaxin","HGNC:13797","19q13.2"
"RFWD3","Approved symbol","RFWD3","ring finger and WD repeat domain 3","HGNC:25539","16q23.1"
"IL17REL","Approved symbol","IL17REL","interleukin 17 receptor E like","HGNC:33808","22q13.33"
"SPHKAP","Approved symbol","SPHKAP","SPHK1 interactor, AKAP domain containing","HGNC:30619","2q36.3"
"UGT1A1","Approved symbol","UGT1A1","UDP glucuronosyltransferase family 1 member A1","HGNC:12530","2q37.1"
"PRAC1","Approved symbol","PRAC1","PRAC1 small nuclear protein","HGNC:30591","17q21.32"
"AL441883.1","Unmatched","","","",""
"ZNF862","Approved symbol","ZNF862","zinc finger protein 862","HGNC:34519","7q36.1"
"ARL16","Approved symbol","ARL16","ADP ribosylation factor like GTPase 16","HGNC:27902","17q25.3"
"LRP10","Approved symbol","LRP10","LDL receptor related protein 10","HGNC:14553","14q11.2"
"WBSCR17","Previous symbol","GALNT17","polypeptide N-acetylgalactosaminyltransferase 17","HGNC:16347","7q11.22"
"COMP","Approved symbol","COMP","cartilage oligomeric matrix protein","HGNC:2227","19p13.11"
"B4GALT3","Approved symbol","B4GALT3","beta-1,4-galactosyltransferase 3","HGNC:926","1q23.3"
"RNF167","Approved symbol","RNF167","ring finger protein 167","HGNC:24544","17p13.2"
"SCO2","Approved symbol","SCO2","synthesis of cytochrome C oxidase 2","HGNC:10604","22q13.33"
"CDC26","Approved symbol","CDC26","cell division cycle 26","HGNC:17839","9q32"
"DDX54","Approved symbol","DDX54","DEAD-box helicase 54","HGNC:20084","12q24.13"
"ADAMTS8","Approved symbol","ADAMTS8","ADAM metallopeptidase with thrombospondin type 1 motif 8","HGNC:224","11q24.3"
"RNF216","Approved symbol","RNF216","ring finger protein 216","HGNC:21698","7p22.1"
"BFAR","Approved symbol","BFAR","bifunctional apoptosis regulator","HGNC:17613","16p13.12"
"HOXC12","Approved symbol","HOXC12","homeobox C12","HGNC:5124","12q13.13"
"RP11-444E17.6","Unmatched","","","",""
"NIP7","Approved symbol","NIP7","nucleolar pre-rRNA processing protein NIP7","HGNC:24328","16q22.1"
"POLI","Approved symbol","POLI","DNA polymerase iota","HGNC:9182","18q21.2"
"CYP4V2","Approved symbol","CYP4V2","cytochrome P450 family 4 subfamily V member 2","HGNC:23198","4q35.1-q35.2"
"COX6A2","Approved symbol","COX6A2","cytochrome c oxidase subunit 6A2","HGNC:2279","16p11.2"
"RAB3A","Approved symbol","RAB3A","RAB3A, member RAS oncogene family","HGNC:9777","19p13.11"
"KIAA1958","Approved symbol","KIAA1958","KIAA1958","HGNC:23427","9q32"
"CBLN4","Approved symbol","CBLN4","cerebellin 4 precursor","HGNC:16231","20q13.2"
"MAN2C1","Approved symbol","MAN2C1","mannosidase alpha class 2C member 1","HGNC:6827","15q24.2"
"KCNS3","Approved symbol","KCNS3","potassium voltage-gated channel modifier subfamily S member 3","HGNC:6302","2p24.2"
"ERO1LB","Previous symbol","ERO1B","endoplasmic reticulum oxidoreductase 1 beta","HGNC:14355","1q42.3"
"CNTNAP2","Approved symbol","CNTNAP2","contactin associated protein 2","HGNC:13830","7q35-q36.1"
"NKAIN2","Approved symbol","NKAIN2","sodium/potassium transporting ATPase interacting 2","HGNC:16443","6q22.31"
"ZFAND6","Approved symbol","ZFAND6","zinc finger AN1-type containing 6","HGNC:30164","15q25.1"
"SOSTDC1","Approved symbol","SOSTDC1","sclerostin domain containing 1","HGNC:21748","7p21.2"
"ATF4","Approved symbol","ATF4","activating transcription factor 4","HGNC:786","22q13.1"
"SLC35F3","Approved symbol","SLC35F3","solute carrier family 35 member F3","HGNC:23616","1q42.2"
"C2CD4B","Approved symbol","C2CD4B","C2 calcium dependent domain containing 4B","HGNC:33628","15q22.2"
"SETD6","Approved symbol","SETD6","SET domain containing 6, protein lysine methyltransferase","HGNC:26116","16q21"
"CSNK2B-LY6G5B-1181","Unmatched","","","",""
"NPTXR","Approved symbol","NPTXR","neuronal pentraxin receptor","HGNC:7954","22q13.1"
"DAP3","Approved symbol","DAP3","death associated protein 3","HGNC:2673","1q22"
"TNNC1","Approved symbol","TNNC1","troponin C1, slow skeletal and cardiac type","HGNC:11943","3p21.1"
"BCL2L12","Approved symbol","BCL2L12","BCL2 like 12","HGNC:13787","19q13.33"
"SMIM21","Approved symbol","SMIM21","small integral membrane protein 21","HGNC:27598","18q23"
"KLK6","Approved symbol","KLK6","kallikrein related peptidase 6","HGNC:6367","19q13.41"
"LCE1A","Approved symbol","LCE1A","late cornified envelope 1A","HGNC:29459","1q21.3"
"GALNT14","Approved symbol","GALNT14","polypeptide N-acetylgalactosaminyltransferase 14","HGNC:22946","2p23.1"
"SIAE","Approved symbol","SIAE","sialic acid acetylesterase","HGNC:18187","11q24.2"
"EHD4","Approved symbol","EHD4","EH domain containing 4","HGNC:3245","15q15.1"
"WSB1","Approved symbol","WSB1","WD repeat and SOCS box containing 1","HGNC:19221","17q11.1"
"CHST14","Approved symbol","CHST14","carbohydrate sulfotransferase 14","HGNC:24464","15q15.1"
"GADD45B","Approved symbol","GADD45B","growth arrest and DNA damage inducible beta","HGNC:4096","19p13.3"
"KCNMB4","Approved symbol","KCNMB4","potassium calcium-activated channel subfamily M regulatory beta subunit 4","HGNC:6289","12q15"
"SUCLA2","Approved symbol","SUCLA2","succinate-CoA ligase ADP-forming subunit beta","HGNC:11448","13q14.2"
"WDR91","Approved symbol","WDR91","WD repeat domain 91","HGNC:24997","7q33"
"CPXM2","Approved symbol","CPXM2","carboxypeptidase X, M14 family member 2","HGNC:26977","10q26.13"
"ACOXL","Approved symbol","ACOXL","acyl-CoA oxidase like","HGNC:25621","2q13"
